"","Date","count","OwnerOccupancyRate","HousingUnits","HouseholdMedianIncome","PercentVacant","Population","PercentWhiteNH","PercentAA","PercentAsian","PercentHispanic","UnemploymentRate","medianAge","percentCollegeEducated","ZIP","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","ZHVI1bed","ZHVI2bed","ZHVI3bed","ZHVI4bed","ZHVI5bed","MORTGAGE30US","ABNBConcentration"
"195",2022-12-01,53,75.4,13550,75767,5.81549815498155,37161,19,23.1,3.7,33.5,6.9,42.3,34.6,"33317",0,0,0,0,0,0,0,0,0,0,0,1,153737.801116912,225791.529860934,503645.624245583,699841.431793266,855669.59405941,6.49,0.391143911439114
"196",2021-10-01,13,64.7,25170,49770,17.6281287246722,50703,8.8,60.4,3.9,16.5,5.1,43.4,25.8,"33319",0,0,0,0,0,0,0,0,0,1,0,0,78388.9379712224,125828.268878774,314617.514725657,459377.655519874,583632.454563437,3.01,0.0516487882399682
"197",2021-11-01,13,64.7,25170,49770,17.6281287246722,50703,8.8,60.4,3.9,16.5,5.1,43.4,25.8,"33319",0,0,0,0,0,0,0,0,0,0,1,0,79430.17807831,127760.847071457,317962.712288349,464955.121671088,593607.370425073,3.14,0.0516487882399682
"198",2021-12-01,14,64.7,25170,49770,17.6281287246722,50703,8.8,60.4,3.9,16.5,5.1,43.4,25.8,"33319",0,0,0,0,0,0,0,0,0,0,0,1,80817.756214237,129996.3290342,322311.908988014,471504.317986219,604098.250531501,3.1,0.055621771950735
"199",2022-01-01,15,64.7,25170,49770,17.6281287246722,50703,8.8,60.4,3.9,16.5,5.1,43.4,25.8,"33319",1,0,0,0,0,0,0,0,0,0,0,0,82551.2749057365,132606.604042807,327370.397268215,478994.987827988,614743.006470743,3.11,0.0595947556615018
"200",2022-02-01,17,64.7,25170,49770,17.6281287246722,50703,8.8,60.4,3.9,16.5,5.1,43.4,25.8,"33319",0,1,0,0,0,0,0,0,0,0,0,0,84847.7553891267,135681.789853087,333215.024821631,488404.471035465,627100.685580527,3.55,0.0675407230830354
"201",2022-03-01,17,64.7,25170,49770,17.6281287246722,50703,8.8,60.4,3.9,16.5,5.1,43.4,25.8,"33319",0,0,1,0,0,0,0,0,0,0,0,0,87409.9402394738,138866.241710999,339616.811524218,498812.987483933,640410.074599852,3.89,0.0675407230830354
"202",2022-04-01,17,64.7,25170,49770,17.6281287246722,50703,8.8,60.4,3.9,16.5,5.1,43.4,25.8,"33319",0,0,0,1,0,0,0,0,0,0,0,0,89937.4135839037,142041.578197674,346286.314589363,510112.583759607,655086.372415048,4.67,0.0675407230830354
"203",2022-05-01,18,64.7,25170,49770,17.6281287246722,50703,8.8,60.4,3.9,16.5,5.1,43.4,25.8,"33319",0,0,0,0,1,0,0,0,0,0,0,0,92420.6780080891,145353.236130332,353094.880997223,520665.646148132,669689.648854982,5.1,0.0715137067938021
"204",2022-06-01,22,64.7,25170,49770,17.6281287246722,50703,8.8,60.4,3.9,16.5,5.1,43.4,25.8,"33319",0,0,0,0,0,1,0,0,0,0,0,0,94547.9919142948,148322.119746099,358784.314121229,530309.597214168,683934.198529672,5.1,0.0874056416368693
"205",2022-07-01,28,64.7,25170,49770,17.6281287246722,50703,8.8,60.4,3.9,16.5,5.1,43.4,25.8,"33319",0,0,0,0,0,0,1,0,0,0,0,0,96799.912826945,151828.483910377,364179.444644439,538996.423699309,696685.33908675,5.7,0.11124354390147
"206",2022-08-01,28,64.7,25170,49770,17.6281287246722,50703,8.8,60.4,3.9,16.5,5.1,43.4,25.8,"33319",0,0,0,0,0,0,0,1,0,0,0,0,98279.2608586579,154601.571675377,367889.098880589,544771.738887337,704350.56614199,5.3,0.11124354390147
"207",2022-09-01,29,64.7,25170,49770,17.6281287246722,50703,8.8,60.4,3.9,16.5,5.1,43.4,25.8,"33319",0,0,0,0,0,0,0,0,1,0,0,0,99517.7815938392,157096.90920381,369944.479354402,547587.58878021,707291.509660099,5.66,0.115216527612237
"208",2022-10-01,29,64.7,25170,49770,17.6281287246722,50703,8.8,60.4,3.9,16.5,5.1,43.4,25.8,"33319",0,0,0,0,0,0,0,0,0,1,0,0,100523.913770331,158905.085439138,370139.816313806,547261.629104211,705824.478113565,6.7,0.115216527612237
"209",2022-11-01,25,64.7,25170,49770,17.6281287246722,50703,8.8,60.4,3.9,16.5,5.1,43.4,25.8,"33319",0,0,0,0,0,0,0,0,0,0,1,0,102125.071250888,161040.70882569,370072.330477902,546675.527096971,704365.238549105,7.08,0.0993245927691696
"210",2022-12-01,23,64.7,25170,49770,17.6281287246722,50703,8.8,60.4,3.9,16.5,5.1,43.4,25.8,"33319",0,0,0,0,0,0,0,0,0,0,0,1,104026.987243594,163388.686311106,370590.16073308,546192.331169703,702843.444673329,6.49,0.0913786253476361
"211",2021-10-01,162,57.7,14033,61013,9.28525618185705,29497,35.2,16.3,2.2,29.6,6.6,42.5,35.1,"33334",0,0,0,0,0,0,0,0,0,1,0,0,117836.911634189,289341.527516946,458124.446320902,565848.969743392,NA,3.01,1.15442172023088
"212",2021-11-01,181,57.7,14033,61013,9.28525618185705,29497,35.2,16.3,2.2,29.6,6.6,42.5,35.1,"33334",0,0,0,0,0,0,0,0,0,0,1,0,120591.2909488,291936.067174402,462904.501720086,572777.729696015,NA,3.14,1.28981686025796
"213",2021-12-01,188,57.7,14033,61013,9.28525618185705,29497,35.2,16.3,2.2,29.6,6.6,42.5,35.1,"33334",0,0,0,0,0,0,0,0,0,0,0,1,123578.46675885,296114.719085093,469606.565044014,581615.998905681,NA,3.1,1.33969928026794
"214",2022-01-01,208,57.7,14033,61013,9.28525618185705,29497,35.2,16.3,2.2,29.6,6.6,42.5,35.1,"33334",1,0,0,0,0,0,0,0,0,0,0,0,126614.947927939,300885.690522111,478185.990844201,593292.60409954,NA,3.11,1.48222048029644
"215",2022-02-01,221,57.7,14033,61013,9.28525618185705,29497,35.2,16.3,2.2,29.6,6.6,42.5,35.1,"33334",0,1,0,0,0,0,0,0,0,0,0,0,130226.752380423,306656.713985353,490425.826373267,611095.669219023,NA,3.55,1.57485926031497
"216",2022-03-01,235,57.7,14033,61013,9.28525618185705,29497,35.2,16.3,2.2,29.6,6.6,42.5,35.1,"33334",0,0,1,0,0,0,0,0,0,0,0,0,134010.510752302,312483.625228039,503817.122478899,630903.328715284,NA,3.89,1.67462410033492
"217",2022-04-01,250,57.7,14033,61013,9.28525618185705,29497,35.2,16.3,2.2,29.6,6.6,42.5,35.1,"33334",0,0,0,1,0,0,0,0,0,0,0,0,138236.597509538,319176.738952045,518571.307070267,653289.9675789,NA,4.67,1.7815150003563
"218",2022-05-01,278,57.7,14033,61013,9.28525618185705,29497,35.2,16.3,2.2,29.6,6.6,42.5,35.1,"33334",0,0,0,0,1,0,0,0,0,0,0,0,142439.694184119,325631.879909934,531897.355224404,674020.859021105,NA,5.1,1.98104468039621
"219",2022-06-01,283,57.7,14033,61013,9.28525618185705,29497,35.2,16.3,2.2,29.6,6.6,42.5,35.1,"33334",0,0,0,0,0,1,0,0,0,0,0,0,146574.374988931,331647.437053676,543946.493365228,693415.946988537,NA,5.1,2.01667498040334
"220",2022-07-01,308,57.7,14033,61013,9.28525618185705,29497,35.2,16.3,2.2,29.6,6.6,42.5,35.1,"33334",0,0,0,0,0,0,1,0,0,0,0,0,150905.04313207,337395.064642597,555205.38102536,711057.832511923,NA,5.7,2.19482648043897
"221",2022-08-01,312,57.7,14033,61013,9.28525618185705,29497,35.2,16.3,2.2,29.6,6.6,42.5,35.1,"33334",0,0,0,0,0,0,0,1,0,0,0,0,154467.393023244,342001.39258404,563366.223567833,723277.942292516,NA,5.3,2.22333072044467
"222",2022-09-01,326,57.7,14033,61013,9.28525618185705,29497,35.2,16.3,2.2,29.6,6.6,42.5,35.1,"33334",0,0,0,0,0,0,0,0,1,0,0,0,157034.590407463,344689.278903231,567545.101691575,728497.735882553,NA,5.66,2.32309556046462
"223",2022-10-01,339,57.7,14033,61013,9.28525618185705,29497,35.2,16.3,2.2,29.6,6.6,42.5,35.1,"33334",0,0,0,0,0,0,0,0,0,1,0,0,158298.72580247,345627.942600706,566945.057559656,725547.022281002,NA,6.7,2.41573434048315
"224",2022-11-01,356,57.7,14033,61013,9.28525618185705,29497,35.2,16.3,2.2,29.6,6.6,42.5,35.1,"33334",0,0,0,0,0,0,0,0,0,0,1,0,159491.512693337,346213.972711719,566260.315022924,721996.503726002,NA,7.08,2.53687736050738
"225",2022-12-01,352,57.7,14033,61013,9.28525618185705,29497,35.2,16.3,2.2,29.6,6.6,42.5,35.1,"33334",0,0,0,0,0,0,0,0,0,0,0,1,161123.376782433,347510.222840551,566920.971616189,720715.692777518,NA,6.49,2.50837312050167
